Item_Identifier,Item_Weight,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Age,Item_Fat_Content_NA,Item_Fat_Content_Regular,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3
656,11.8,0.014166739,178.2344,2,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1221,12.5,0.110215444,81.8592,7,2,1,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
281,19.35,0.016679143,119.3098,3,1,2,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1066,20.2,0.117339056,195.011,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1328,20.2,0.112227747,123.5046,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1147,16.2,0.062724117,100.57,5,1,2,40,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1086,6.8,0.037555348,49.6034,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
127,15.2,0.112349962,39.1848,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
385,7.07,0.093217569,116.7834,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1548,8.43,0.177661246,170.5422,6,2,1,21,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
896,9.3,0.11184963,64.6826,2,2,1,18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
193,11.35,0.06321435,88.3856,6,2,1,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1363,20.1,0.077892365,59.3536,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
954,11.35,0.051564827,49.0008,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
769,18.7,0.070349402,228.601,5,1,2,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1468,9.8,0.024521239,117.5492,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1419,20.35,0.021447102,76.3328,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1126,18.2,0.026059557,241.2196,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
115,18.35,0.015301418,105.2938,6,2,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
134,12.1,0.045995018,179.866,7,2,1,23,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
633,10.695,0.060615254,174.0712,1,0,2,38,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388,9.3,0.066459891,184.2292,5,1,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
983,11.8,0.076876046,33.1558,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
478,13.8,0.14215211,263.5884,2,2,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
512,15.0,0.058632705,46.4744,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1069,5.63,0.024541277,105.1306,8,2,0,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
149,7.55,0.030992735,124.3072,9,1,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
999,18.85,0.036241797,57.3562,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
506,7.22,0.038398937,61.951,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,17.85,0.011258035,211.656,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
653,8.895,0.072511335,177.437,9,1,0,26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1048,19.25,0.101689151,54.6956,1,0,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1510,11.3,0.066625843,194.2478,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
801,10.85,0.162242617,107.8622,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
108,5.0,0.041971264,189.853,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1547,20.0,0.042716235,110.2544,1,0,2,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
313,16.2,0.044008347,43.7454,5,1,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1057,10.0,0.025867353,264.6226,9,1,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1195,12.3,0.016476619,74.338,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,8.63,0.031095246,185.7582,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1295,9.1,0.035307322,115.4518,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
228,6.92,0.038422076,62.5852,1,0,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1338,6.86,0.061155983,228.401,0,2,2,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1347,20.0,0.08131178,37.819,6,2,1,21,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
614,14.1,0.125756824,87.1198,6,2,1,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
410,17.6,0.05661033,41.7454,2,2,1,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
532,17.75,0.073709686,35.1216,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
528,8.6,0.040432954,191.653,2,2,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1422,7.27,0.046749112,100.4384,3,1,2,16,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1086,6.8,0.062762374,50.4034,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,15.6,0.045542628,170.7132,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
459,6.935,0.041346469,103.1332,9,1,0,26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1099,6.69,0.036903419,175.137,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
112,8.895,0.075084457,233.9616,5,1,2,40,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
987,12.35,0.026735372,57.4246,7,2,1,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
264,15.6,0.172453254,115.1518,1,0,2,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
403,6.865,0.035666655,246.2486,5,1,2,40,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
497,13.1,0.037581243,175.5054,8,2,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
546,9.195,0.122202946,100.1016,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1096,11.15,0.056921876,107.1622,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
604,16.1,0.063319379,180.9318,6,2,1,21,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
878,6.465,0.124402507,266.1884,1,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
729,20.75,0.108879177,161.5578,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
898,7.655,0.032125561,115.7492,2,2,1,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1038,20.25,0.076097073,193.5794,1,0,2,38,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
520,18.75,0.052766297,189.7504,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
246,11.5,0.020601791,86.054,9,1,0,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1338,6.86,0.036360386,231.601,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
307,6.035,0.140571971,154.7998,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
937,7.5,0.05074138,123.2072,6,2,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
847,17.0,0.015997687,229.1352,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
781,12.85,0.033018559,170.4422,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
78,6.03,0.022703693,177.9028,8,2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
233,10.5,0.013431109,143.7154,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
776,15.0,0.046707264,235.6248,9,1,0,26,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
22,18.75,0.023876985,97.4042,9,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
561,17.85,0.011281018,213.756,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
115,18.35,0.015328106,107.5938,9,1,0,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1092,18.35,0.094488071,87.1882,7,2,1,23,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1375,19.6,0.047897663,44.677,8,2,0,28,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,7.39,0.081841136,190.053,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1376,14.65,0.072212787,260.9594,7,2,1,23,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
436,21.0,0.049505857,195.3478,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1425,9.6,0.02981155,45.2086,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1019,17.6,0.058181585,154.4314,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1110,14.0,0.037734782,166.4526,2,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1554,6.59,0.035307322,119.1098,2,2,1,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1194,17.6,0.026827052,47.8402,0,2,2,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,11.5,0.072881535,191.353,8,2,0,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1141,20.35,0.014822802,234.0958,6,2,1,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1352,18.7,0.046159928,152.3682,9,1,0,26,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
687,5.46,0.107662745,143.8786,2,2,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1219,9.31,0.038014104,62.351,9,1,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
531,12.3,0.106307146,174.9396,6,2,1,21,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
473,18.2,0.066672058,248.1092,2,2,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
234,18.25,0.015341139,200.0084,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1179,18.25,0.171174491,156.463,7,2,1,23,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1552,7.825,0.325780807,252.7698,4,2,0,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
137,10.195,0.112859454,114.486,2,2,1,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1083,5.34,0.005962753,102.4358,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1226,7.71,0.047358246,123.1756,5,1,2,40,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
622,11.15,0.086105815,167.879,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
567,9.8,0.026882496,126.302,9,1,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
346,12.1,0.040521714,178.5002,3,1,2,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
848,12.5,0.020597493,200.0742,5,1,2,40,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
964,9.0,0.085538477,169.2816,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
913,15.5,0.047529101500000004,141.547,2,2,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
362,15.5,0.050591454,147.2418,3,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
733,5.15,0.10239789,122.1388,0,2,2,27,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
920,17.25,0.074840689,37.5822,0,2,2,27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1527,18.35,0.0304697,191.3162,1,0,2,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
175,6.32,0.021287234,38.5822,0,2,2,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1336,5.51,0.034467286,96.7726,6,2,1,21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
968,13.35,0.1027194,228.8352,7,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
661,18.6,0.266234421,98.5358,4,2,0,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1162,17.1,0.129668578,206.8638,4,2,0,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
925,5.94,0.02923013,189.4556,5,1,2,40,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1286,19.1,0.176411579,173.2422,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
168,14.0,0.050371508,214.7192,0,2,2,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
999,18.85,0.036184755,58.5562,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1039,7.97,0.070017381,89.3514,4,2,0,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1527,18.35,0.030556922,190.6162,7,2,1,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1556,10.5,0.011278535,237.0248,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
722,9.6,0.047529101500000004,191.0872,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
816,7.275,0.027812304,147.476,5,1,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1243,6.035,0.066051758,187.724,3,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
564,6.65,0.053506996,150.0734,3,1,2,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1009,20.2,0.096046304,178.7028,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
879,7.285,0.049922304,156.9288,1,0,2,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
805,11.1,0.036083537,175.4712,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
328,11.35,0.005539114,167.879,9,1,0,26,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
467,12.3,0.036939673,113.1834,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1373,11.6,0.037793818,99.3042,2,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
531,12.3,0.106928681,173.7396,2,2,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
666,18.85,0.138585859,252.4724,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
465,9.8,0.06407717,116.7492,3,1,2,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
571,7.445,0.037708542,74.7354,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
805,11.1,0.036020711,177.2712,6,2,1,21,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
436,21.0,0.049295686,194.4478,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
630,20.2,0.06449461,259.2646,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1126,18.2,0.026117345,239.2196,7,2,1,23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
647,11.8,0.025904648,102.4674,1,0,2,38,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
398,20.6,0.080235512,188.9556,0,2,2,27,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,9.8,0.013830218,45.306,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
665,18.6,0.076855628,161.0236,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1454,13.0,0.041824524,256.7014,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1060,20.7,0.12152072,118.0466,8,2,0,28,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
242,9.8,0.073289899,120.8098,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1159,9.5,0.022054553,195.4452,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1302,21.1,0.029054046,144.6786,9,1,0,26,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1367,9.6,0.006665667,164.1184,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1216,8.975,0.009057132,104.099,6,2,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
956,4.92,0.045955031,199.1084,8,2,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
220,17.5,0.007551607,145.8102,9,1,0,26,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1285,19.6,0.023835164,103.3964,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
960,9.695,0.047503318,244.6144,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
547,15.2,0.160665697,227.5352,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1458,7.725,0.048661041,123.7414,0,2,2,27,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1263,20.5,0.208987123,106.0596,4,2,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,9.6,0.006692529,164.9184,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1025,9.1,0.136695145,173.4054,0,2,2,27,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,17.0,0.140311123,265.6884,2,2,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
208,14.0,0.031330907,52.364,7,2,1,23,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,12.1,0.061521569,55.8614,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
412,19.85,0.176991029,221.5772,2,2,1,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1206,17.2,0.0120098,163.1184,6,2,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
293,8.71,0.072141818,183.3924,6,2,1,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
250,6.89,0.136984147,192.682,3,1,2,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
22,18.75,0.055502454,97.9042,7,2,1,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
178,19.7,0.052964982,57.793,5,1,2,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1067,14.5,0.041214746,154.4682,1,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1042,7.785,0.155316936,64.151,4,2,0,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
560,16.25,0.048738407,152.8682,5,1,2,40,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1264,20.75,0.042716235,149.4734,1,0,2,38,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
827,17.6,0.010031539,161.5552,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
593,16.85,0.036383293,91.0488,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
284,20.6,0.0567060255,178.1344,6,2,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1087,5.175,0.03736783,86.9224,1,0,2,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
857,17.85,0.087604647,196.9794,9,1,0,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
43,8.93,0.028461453,152.234,9,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
810,14.3,0.034244601,97.2726,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
898,7.655,0.031938828,114.1492,6,2,1,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1344,18.35,0.014024028,224.5746,8,2,0,28,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1360,19.75,0.014232071,100.9332,5,1,2,40,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1205,14.0,0.023730384,104.3332,6,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
219,11.6,0.038578846,56.1272,9,1,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
83,15.85,0.108036187,57.3904,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
233,10.5,0.013572808,143.2154,2,2,1,18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1026,16.7,0.06082402,98.7384,1,0,2,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1500,17.6,0.074345142,230.901,1,0,2,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
994,18.25,0.075501241,123.1046,3,1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
754,21.1,0.16216286,62.2168,3,1,2,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1025,9.1,0.081652352,177.0054,6,2,1,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1540,15.25,0.061434045,130.9968,3,1,2,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1515,14.35,0.017073332,109.5228,7,2,1,23,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
813,17.0,0.118806857,248.8434,5,1,2,40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
640,5.885,0.092694107,53.6982,1,0,2,38,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
155,16.1,0.065183228,148.076,8,2,0,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,19.2,0.005561538,224.0062,5,1,2,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
74,19.7,0.024635077,84.1592,1,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
494,11.5,0.126313413,100.6358,2,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
850,16.5,0.066383907,180.4292,7,2,1,23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
881,15.15,0.066279832,147.876,9,1,0,26,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
929,12.15,0.042681522,184.295,8,2,0,28,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
599,15.7,0.0498605615,112.4544,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
219,11.6,0.038736838,55.8272,2,2,1,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1150,12.85,0.098910759,37.6164,1,0,2,38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
18,15.0,0.049178998,65.6168,7,2,1,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1248,11.0,0.057011062,241.9512,1,0,2,38,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
